PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"33633145","Machine learning based predictors for COVID-19 disease severity","Patel D, Kher V, Desai B, Lei X, Cen S, Nanda N, Gholamrezanezhad A, Duddalwar V, Varghese B, Oberai AA.","Sci Rep. 2021 Feb 25;11(1):4673. doi: 10.1038/s41598-021-83967-7.","Patel D","Sci Rep","2021","2021/02/26","PMC7907061","","10.1038/s41598-021-83967-7"
"35081108","Machine learning-driven identification of drugs inhibiting cytochrome P450 2C9","Goldwaser E, Laurent C, Lagarde N, Fabrega S, Nay L, Villoutreix BO, Jelsch C, Nicot AB, Loriot MA, Miteva MA.","PLoS Comput Biol. 2022 Jan 26;18(1):e1009820. doi: 10.1371/journal.pcbi.1009820. eCollection 2022 Jan.","Goldwaser E","PLoS Comput Biol","2022","2022/01/26","PMC8820617","","10.1371/journal.pcbi.1009820"
"35795876","Machine Learning-Based Continuous Intracranial Pressure Prediction for Traumatic Injury Patients","Ye G, Balasubramanian V, Li JK, Kaya M.","IEEE J Transl Eng Health Med. 2022 Jun 2;10:4901008. doi: 10.1109/JTEHM.2022.3179874. eCollection 2022.","Ye G","IEEE J Transl Eng Health Med","2022","2022/07/07","PMC9252333","","10.1109/JTEHM.2022.3179874"
"35353302","A robust and parsimonious machine learning method to predict ICU admission of COVID-19 patients","Famiglini L, Campagner A, Carobene A, Cabitza F.","Med Biol Eng Comput. 2022 Mar 30:1-13. doi: 10.1007/s11517-022-02543-x. Online ahead of print.","Famiglini L","Med Biol Eng Comput","2022","2022/03/30","PMC8965547","","10.1007/s11517-022-02543-x"
"35845426","Performance of Machine Learning Algorithms for Predicting Adverse Outcomes in Community-Acquired Pneumonia","Xu Z, Guo K, Chu W, Lou J, Chen C.","Front Bioeng Biotechnol. 2022 Jun 29;10:903426. doi: 10.3389/fbioe.2022.903426. eCollection 2022.","Xu Z","Front Bioeng Biotechnol","2022","2022/07/18","PMC9278327","","10.3389/fbioe.2022.903426"
"33162926","Machine Learning Applications in the Neuro ICU: A Solution to Big Data Mayhem?","Chaudhry F, Hunt RJ, Hariharan P, Anand SK, Sanjay S, Kjoller EE, Bartlett CM, Johnson KW, Levy PD, Noushmehr H, Lee IY.","Front Neurol. 2020 Oct 9;11:554633. doi: 10.3389/fneur.2020.554633. eCollection 2020.","Chaudhry F","Front Neurol","2020","2020/11/09","PMC7581704","","10.3389/fneur.2020.554633"
"35958238","Discovery of TIGIT inhibitors based on DEL and machine learning","Xiong F, Yu M, Xu H, Zhong Z, Li Z, Guo Y, Zhang T, Zeng Z, Jin F, He X.","Front Chem. 2022 Jul 26;10:982539. doi: 10.3389/fchem.2022.982539. eCollection 2022.","Xiong F","Front Chem","2022","2022/08/12","PMC9360614","","10.3389/fchem.2022.982539"
"34690328","Machine Learning-based Prediction of Prolonged Intensive Care Unit Stay for Critical Patients with Spinal Cord Injury","Fan G, Yang S, Liu H, Xu N, Chen Y, He J, Su X, Pang M, Liu B, Han L, Rong L.","Spine (Phila Pa 1976). 2022 May 1;47(9):E390-E398. doi: 10.1097/BRS.0000000000004267. Epub 2021 Oct 22.","Fan G","Spine (Phila Pa 1976)","2022","2021/10/25","","","10.1097/BRS.0000000000004267"
"30803815","Machine learning in whole-body MRI: experiences and challenges from an applied study using multicentre data","Lavdas I, Glocker B, Rueckert D, Taylor SA, Aboagye EO, Rockall AG.","Clin Radiol. 2019 May;74(5):346-356. doi: 10.1016/j.crad.2019.01.012. Epub 2019 Feb 23.","Lavdas I","Clin Radiol","2019","2019/02/27","","","10.1016/j.crad.2019.01.012"
"30417258","Applying machine learning to continuously monitored physiological data","Rush B, Celi LA, Stone DJ.","J Clin Monit Comput. 2019 Oct;33(5):887-893. doi: 10.1007/s10877-018-0219-z. Epub 2018 Nov 11.","Rush B","J Clin Monit Comput","2019","2018/11/13","PMC6511324","NIHMS1512227","10.1007/s10877-018-0219-z"
"33017952","A machine learning method for automatic detection and classification of patient-ventilator asynchrony","Bakkes THGF, Montree RJH, Mischi M, Mojoli F, Turco S.","Annu Int Conf IEEE Eng Med Biol Soc. 2020 Jul;2020:150-153. doi: 10.1109/EMBC44109.2020.9175796.","Bakkes THGF","Annu Int Conf IEEE Eng Med Biol Soc","2020","2020/10/06","","","10.1109/EMBC44109.2020.9175796"
"30427913","Optimal intensive care outcome prediction over time using machine learning","Meiring C, Dixit A, Harris S, MacCallum NS, Brealey DA, Watkinson PJ, Jones A, Ashworth S, Beale R, Brett SJ, Singer M, Ercole A.","PLoS One. 2018 Nov 14;13(11):e0206862. doi: 10.1371/journal.pone.0206862. eCollection 2018.","Meiring C","PLoS One","2018","2018/11/15","PMC6241126","","10.1371/journal.pone.0206862"
"35123348","Developing machine learning models for prediction of mortality in the medical intensive care unit","Nistal-Nuño B.","Comput Methods Programs Biomed. 2022 Apr;216:106663. doi: 10.1016/j.cmpb.2022.106663. Epub 2022 Jan 26.","Nistal-Nuño B","Comput Methods Programs Biomed","2022","2022/02/05","","","10.1016/j.cmpb.2022.106663"
"34606005","Predicting hypoglycemia in critically Ill patients using machine learning and electronic health records","Mantena S, Arévalo AR, Maley JH, da Silva Vieira SM, Mateo-Collado R, da Costa Sousa JM, Celi LA.","J Clin Monit Comput. 2022 Oct;36(5):1297-1303. doi: 10.1007/s10877-021-00760-7. Epub 2021 Oct 4.","Mantena S","J Clin Monit Comput","2022","2021/10/04","PMC9152921","NIHMS1807966","10.1007/s10877-021-00760-7"
"34056656","Validation of a Machine Learning Model for Early Shock Detection","Pinevich Y, Amos-Binks A, Burris CS, Rule G, Bogojevic M, Flint I, Pickering BW, Nemeth CP, Herasevich V.","Mil Med. 2022 Jan 4;187(1-2):82-88. doi: 10.1093/milmed/usab220.","Pinevich Y","Mil Med","2022","2021/05/31","","","10.1093/milmed/usab220"
"35752818","Early prediction of ventilator-associated pneumonia in critical care patients: a machine learning model","Liang Y, Zhu C, Tian C, Lin Q, Li Z, Li Z, Ni D, Ma X.","BMC Pulm Med. 2022 Jun 25;22(1):250. doi: 10.1186/s12890-022-02031-w.","Liang Y","BMC Pulm Med","2022","2022/06/25","PMC9233772","","10.1186/s12890-022-02031-w"
"36446854","Machine-learning-derived sepsis bundle of care","Kalimouttou A, Lerner I, Cheurfa C, Jannot AS, Pirracchio R.","Intensive Care Med. 2023 Jan;49(1):26-36. doi: 10.1007/s00134-022-06928-2. Epub 2022 Nov 29.","Kalimouttou A","Intensive Care Med","2023","2022/11/29","","","10.1007/s00134-022-06928-2"
"35581469","Machine learning based algorithms to impute PaO(2) from SpO(2) values and development of an online calculator","Ren S, Zupetic JA, Tabary M, DeSensi R, Nouraie M, Lu X, Boyce RD, Lee JS.","Sci Rep. 2022 May 17;12(1):8235. doi: 10.1038/s41598-022-12419-7.","Ren S","Sci Rep","2022","2022/05/17","PMC9114384","","10.1038/s41598-022-12419-7"
"30077427","Big data and machine learning in critical care: Opportunities for collaborative research","Organizing Committee of the Madrid 2017 Critical Care Datathon; Núñez Reiz A, Martínez Sagasti F, Álvarez González M, Blesa Malpica A, Martín Benítez JC, Nieto Cabrera M, Del Pino Ramírez Á, Gil Perdomo JM, Prada Alonso J, Celi LA, Armengol de la Hoz MÁ, Deliberato R, Paik K, Pollard T, Raffa J, Torres F, Mayol J, Chafer J, González Ferrer A, Rey Á, González Luengo H, Fico G, Lombroni I, Hernandez L, López L, Merino B, Cabrera MF, Arredondo MT, Bodí M, Gómez J, Rodríguez A, Sánchez García M.","Med Intensiva (Engl Ed). 2019 Jan-Feb;43(1):52-57. doi: 10.1016/j.medin.2018.06.002. Epub 2018 Aug 2.","Organizing Committee of the Madrid 2017 Critical Care Datathon","Med Intensiva (Engl Ed)","2019","2018/08/06","","","10.1016/j.medin.2018.06.002"
"32028984","Machine learning algorithm to predict mortality in patients undergoing continuous renal replacement therapy","Kang MW, Kim J, Kim DK, Oh KH, Joo KW, Kim YS, Han SS.","Crit Care. 2020 Feb 6;24(1):42. doi: 10.1186/s13054-020-2752-7.","Kang MW","Crit Care","2020","2020/02/08","PMC7006166","","10.1186/s13054-020-2752-7"
"31926970","Deep Natural Language Processing Identifies Variation in Care Preference Documentation","Udelsman BV, Moseley ET, Sudore RL, Keating NL, Lindvall C.","J Pain Symptom Manage. 2020 Jun;59(6):1186-1194.e3. doi: 10.1016/j.jpainsymman.2019.12.374. Epub 2020 Jan 9.","Udelsman BV","J Pain Symptom Manage","2020","2020/01/14","","","10.1016/j.jpainsymman.2019.12.374"
"34998220","Triage and monitoring of COVID-19 patients in intensive care using unsupervised machine learning","Boussen S, Cordier PY, Malet A, Simeone P, Cataldi S, Vaisse C, Roche X, Castelli A, Assal M, Pepin G, Cot K, Denis JB, Morales T, Velly L, Bruder N; GRAM+(Groupe de Recherche en Réanimation et Anesthésie de Marseille Pluridisciplinaire).","Comput Biol Med. 2022 Mar;142:105192. doi: 10.1016/j.compbiomed.2021.105192. Epub 2021 Dec 31.","Boussen S","Comput Biol Med","2022","2022/01/08","PMC8719000","","10.1016/j.compbiomed.2021.105192"
"34021235","Comparing machine learning algorithms for predicting ICU admission and mortality in COVID-19","Subudhi S, Verma A, Patel AB, Hardin CC, Khandekar MJ, Lee H, McEvoy D, Stylianopoulos T, Munn LL, Dutta S, Jain RK.","NPJ Digit Med. 2021 May 21;4(1):87. doi: 10.1038/s41746-021-00456-x.","Subudhi S","NPJ Digit Med","2021","2021/05/22","PMC8140139","","10.1038/s41746-021-00456-x"
"35854743","Predicting Unplanned 7-day Intensive Care Unit Readmissions with Machine Learning Models for Improved Discharge Risk Assessment","Shi K, Ho V, Song JJ, Bechler K, H Chen J.","AMIA Annu Symp Proc. 2022 May 23;2022:446-455. eCollection 2022.","Shi K","AMIA Annu Symp Proc","2022","2022/07/20","PMC9285156","",""
"30458795","Machine learning in critical care: state-of-the-art and a sepsis case study","Vellido A, Ribas V, Morales C, Ruiz Sanmartín A, Ruiz Rodríguez JC.","Biomed Eng Online. 2018 Nov 20;17(Suppl 1):135. doi: 10.1186/s12938-018-0569-2.","Vellido A","Biomed Eng Online","2018","2018/11/22","PMC6245501","","10.1186/s12938-018-0569-2"
"30339893","Big data and targeted machine learning in action to assist medical decision in the ICU","Pirracchio R, Cohen MJ, Malenica I, Cohen J, Chambaz A, Cannesson M, Lee C, Resche-Rigon M, Hubbard A; ACTERREA Research Group.","Anaesth Crit Care Pain Med. 2019 Aug;38(4):377-384. doi: 10.1016/j.accpm.2018.09.008. Epub 2018 Oct 16.","Pirracchio R","Anaesth Crit Care Pain Med","2019","2018/10/20","","","10.1016/j.accpm.2018.09.008"
"35812486","A Survey on Machine Learning and Internet of Medical Things-Based Approaches for Handling COVID-19: Meta-Analysis","Band SS, Ardabili S, Yarahmadi A, Pahlevanzadeh B, Kiani AK, Beheshti A, Alinejad-Rokny H, Dehzangi I, Chang A, Mosavi A, Moslehpour M.","Front Public Health. 2022 Jun 23;10:869238. doi: 10.3389/fpubh.2022.869238. eCollection 2022.","Band SS","Front Public Health","2022","2022/07/11","PMC9260273","","10.3389/fpubh.2022.869238"
"31405416","Comparing Machine Learning Algorithms for Predicting Acute Kidney Injury","Parreco J, Soe-Lin H, Parks JJ, Byerly S, Chatoor M, Buicko JL, Namias N, Rattan R.","Am Surg. 2019 Jul 1;85(7):725-729.","Parreco J","Am Surg","2019","2019/08/14","","",""
"34197814","Artificial intelligence hold promise in the ICU","Burki TK.","Lancet Respir Med. 2021 Aug;9(8):826-828. doi: 10.1016/S2213-2600(21)00317-9. Epub 2021 Jun 28.","Burki TK","Lancet Respir Med","2021","2021/07/01","","","10.1016/S2213-2600(21)00317-9"
"34055238","Prediction of repurposed drugs for Coronaviruses using artificial intelligence and machine learning","Rajput A, Thakur A, Mukhopadhyay A, Kamboj S, Rastogi A, Gautam S, Jassal H, Kumar M.","Comput Struct Biotechnol J. 2021;19:3133-3148. doi: 10.1016/j.csbj.2021.05.037. Epub 2021 May 24.","Rajput A","Comput Struct Biotechnol J","2021","2021/05/31","PMC8141697","","10.1016/j.csbj.2021.05.037"
"35351674","Early prediction of carbapenem-resistant Gram-negative bacterial carriage in intensive care units using machine learning","Liang Q, Zhao Q, Xu X, Zhou Y, Huang M.","J Glob Antimicrob Resist. 2022 Jun;29:225-231. doi: 10.1016/j.jgar.2022.03.019. Epub 2022 Mar 26.","Liang Q","J Glob Antimicrob Resist","2022","2022/03/30","","","10.1016/j.jgar.2022.03.019"
"35169871","Machine learning prediction model for postoperative outcome after perforated appendicitis","Eickhoff RM, Bulla A, Eickhoff SB, Heise D, Helmedag M, Kroh A, Schmitz SM, Klink CD, Neumann UP, Lambertz A.","Langenbecks Arch Surg. 2022 Mar;407(2):789-795. doi: 10.1007/s00423-022-02456-1. Epub 2022 Feb 15.","Eickhoff RM","Langenbecks Arch Surg","2022","2022/02/16","PMC8933368","","10.1007/s00423-022-02456-1"
"33019106","Practical Machine Learning-Based Sepsis Prediction","Pettinati MJ, Chen G, Rajput KS, Selvaraj N.","Annu Int Conf IEEE Eng Med Biol Soc. 2020 Jul;2020:4986-4991. doi: 10.1109/EMBC44109.2020.9176323.","Pettinati MJ","Annu Int Conf IEEE Eng Med Biol Soc","2020","2020/10/06","","","10.1109/EMBC44109.2020.9176323"
"35511882","E-CatBoost: An efficient machine learning framework for predicting ICU mortality using the eICU Collaborative Research Database","Safaei N, Safaei B, Seyedekrami S, Talafidaryani M, Masoud A, Wang S, Li Q, Moqri M.","PLoS One. 2022 May 5;17(5):e0262895. doi: 10.1371/journal.pone.0262895. eCollection 2022.","Safaei N","PLoS One","2022","2022/05/05","PMC9070907","","10.1371/journal.pone.0262895"
"33565196","Machine learning-based patient classification system for adult patients in intensive care units: A cross-sectional study","An R, Chang GM, Fan YY, Ji LL, Wang XH, Hong S.","J Nurs Manag. 2021 Sep;29(6):1752-1762. doi: 10.1111/jonm.13284. Epub 2021 Feb 27.","An R","J Nurs Manag","2021","2021/02/10","","","10.1111/jonm.13284"
"31676461","Using machine learning to selectively highlight patient information","King AJ, Cooper GF, Clermont G, Hochheiser H, Hauskrecht M, Sittig DF, Visweswaran S.","J Biomed Inform. 2019 Dec;100:103327. doi: 10.1016/j.jbi.2019.103327. Epub 2019 Oct 29.","King AJ","J Biomed Inform","2019","2019/11/03","PMC6932869","NIHMS1542493","10.1016/j.jbi.2019.103327"
"35688332","Tell me something interesting: Clinical utility of machine learning prediction models in the ICU","Eini-Porat B, Amir O, Eytan D, Shalit U.","J Biomed Inform. 2022 Aug;132:104107. doi: 10.1016/j.jbi.2022.104107. Epub 2022 Jun 7.","Eini-Porat B","J Biomed Inform","2022","2022/06/10","","","10.1016/j.jbi.2022.104107"
"32823009","Using Machine Learning to Make Predictions in Patients Who Fall","Young AJ, Hare A, Subramanian M, Weaver JL, Kaufman E, Sims C.","J Surg Res. 2021 Jan;257:118-127. doi: 10.1016/j.jss.2020.07.047. Epub 2020 Aug 18.","Young AJ","J Surg Res","2021","2020/08/22","","","10.1016/j.jss.2020.07.047"
"30734849","Machine learning identifies ""rsfMRI epilepsy networks"" in temporal lobe epilepsy","Bharath RD, Panda R, Raj J, Bhardwaj S, Sinha S, Chaitanya G, Raghavendra K, Mundlamuri RC, Arimappamagan A, Rao MB, Rajeshwaran J, Thennarasu K, Majumdar KK, Satishchandra P, Gandhi TK.","Eur Radiol. 2019 Jul;29(7):3496-3505. doi: 10.1007/s00330-019-5997-2. Epub 2019 Feb 8.","Bharath RD","Eur Radiol","2019","2019/02/09","","","10.1007/s00330-019-5997-2"
"34826628","AutoScore-Survival: Developing interpretable machine learning-based time-to-event scores with right-censored survival data","Xie F, Ning Y, Yuan H, Goldstein BA, Ong MEH, Liu N, Chakraborty B.","J Biomed Inform. 2022 Jan;125:103959. doi: 10.1016/j.jbi.2021.103959. Epub 2021 Nov 23.","Xie F","J Biomed Inform","2022","2021/11/26","","","10.1016/j.jbi.2021.103959"
"33388657","Artificial intelligence: The current state of affairs for AI in pregnancy and labour","Cecula P.","J Gynecol Obstet Hum Reprod. 2021 Sep;50(7):102048. doi: 10.1016/j.jogoh.2020.102048. Epub 2020 Dec 31.","Cecula P","J Gynecol Obstet Hum Reprod","2021","2021/01/03","","","10.1016/j.jogoh.2020.102048"
"33023615","Artificial intelligence algorithm for predicting cardiac arrest using electrocardiography","Kwon JM, Kim KH, Jeon KH, Lee SY, Park J, Oh BH.","Scand J Trauma Resusc Emerg Med. 2020 Oct 6;28(1):98. doi: 10.1186/s13049-020-00791-0.","Kwon JM","Scand J Trauma Resusc Emerg Med","2020","2020/10/07","PMC7541213","","10.1186/s13049-020-00791-0"
"34765871","Predicting open wound mortality in the ICU using machine learning","Akiki RK, Anand RS, Borrelli M, Sarkar IN, Liu PY, Chen ES.","J Emerg Crit Care Med. 2021 Apr;5:13. doi: 10.21037/jeccm-20-154. Epub 2021 Apr 25.","Akiki RK","J Emerg Crit Care Med","2021","2021/11/12","PMC8579960","NIHMS1732035","10.21037/jeccm-20-154"
"32492874","Using Machine Learning to Predict ICU Transfer in Hospitalized COVID-19 Patients","Cheng FY, Joshi H, Tandon P, Freeman R, Reich DL, Mazumdar M, Kohli-Seth R, Levin M, Timsina P, Kia A.","J Clin Med. 2020 Jun 1;9(6):1668. doi: 10.3390/jcm9061668.","Cheng FY","J Clin Med","2020","2020/06/05","PMC7356638","","10.3390/jcm9061668"
"35220950","Comparative analysis of explainable machine learning prediction models for hospital mortality","Stenwig E, Salvi G, Rossi PS, Skjærvold NK.","BMC Med Res Methodol. 2022 Feb 27;22(1):53. doi: 10.1186/s12874-022-01540-w.","Stenwig E","BMC Med Res Methodol","2022","2022/02/28","PMC8882271","","10.1186/s12874-022-01540-w"
"35663114","A machine learning approach to identifying delirium from electronic health records","Kim JH, Hua M, Whittington RA, Lee J, Liu C, Ta CN, Marcantonio ER, Goldberg TE, Weng C.","JAMIA Open. 2022 May 24;5(2):ooac042. doi: 10.1093/jamiaopen/ooac042. eCollection 2022 Jul.","Kim JH","JAMIA Open","2022","2022/06/06","PMC9152701","","10.1093/jamiaopen/ooac042"
"36085912","Deep learning based non-contact physiological monitoring in Neonatal Intensive Care Unit","Sahoo NN, Murugesan B, Das A, Karthik S, Ram K, Leonhardt S, Joseph J, Sivaprakasam M.","Annu Int Conf IEEE Eng Med Biol Soc. 2022 Jul;2022:1327-1330. doi: 10.1109/EMBC48229.2022.9871025.","Sahoo NN","Annu Int Conf IEEE Eng Med Biol Soc","2022","2022/09/10","","","10.1109/EMBC48229.2022.9871025"
"34402507","Developing machine learning models to personalize care levels among emergency room patients for hospital admission","Nguyen M, Corbin CK, Eulalio T, Ostberg NP, Machiraju G, Marafino BJ, Baiocchi M, Rose C, Chen JH.","J Am Med Inform Assoc. 2021 Oct 12;28(11):2423-2432. doi: 10.1093/jamia/ocab118.","Nguyen M","J Am Med Inform Assoc","2021","2021/08/17","PMC8510323","","10.1093/jamia/ocab118"
"35673099","Using Data-Driven Machine Learning to Predict Unplanned ICU Transfers with Critical Deterioration from Electronic Health Records","Shi L, Muthu N, Shaeffer GP, Sun Y, Ruiz Herrera VM, Tsui FR.","Stud Health Technol Inform. 2022 Jun 6;290:660-664. doi: 10.3233/SHTI220160.","Shi L","Stud Health Technol Inform","2022","2022/06/08","","","10.3233/SHTI220160"
"36006560","Application of Machine Learning for Clinical Subphenotype Identification in Sepsis","Hu C, Li Y, Wang F, Peng Z.","Infect Dis Ther. 2022 Oct;11(5):1949-1964. doi: 10.1007/s40121-022-00684-y. Epub 2022 Aug 25.","Hu C","Infect Dis Ther","2022","2022/08/25","PMC9617989","","10.1007/s40121-022-00684-y"
